id	mode	setup	keys	expected	tess_utterance	tess_reply	source
converter-005	converter	category=Length from=Miles to=Kilometers	5	8.04672			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:551 (ratio = from / to factor, :740-757)
# Inches -> Centimeters
converter-006	converter	category=Length from=Inches to=Centimeters	1 2	30.48			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:551 (ratio = from / to factor, :740-757)
# Feet -> Meters
converter-007	converter	category=Length from=Feet to=Meters	3	0.9144			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:551 (ratio = from / to factor, :740-757)
# Kilometers -> Miles
converter-008	converter	category=Length from=Kilometers to=Miles	1 0	6.213712			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:551 (ratio = from / to factor, :740-757)
# Kilograms -> Pounds
converter-009	converter	category=Weight and Mass from=Kilograms to=Pounds	1	2.204623			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:617 (ratio = from / to factor, :740-757)
# Ounces -> Pounds
converter-010	converter	category=Weight and Mass from=Ounces to=Pounds	1 6	1			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:617 (ratio = from / to factor, :740-757)
# Stone -> Kilograms
converter-011	converter	category=Weight and Mass from=Stone to=Kilograms	1	6.350293			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:617 (ratio = from / to factor, :740-757)
# E12: 100 °C -> 212 °F
converter-012	converter	category=Temperature from=Celsius to=Fahrenheit	1 0 0	212			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:669-689 (explicit ratio/offset)
# Fahrenheit -> Celsius
converter-013	converter	category=Temperature from=Fahrenheit to=Celsius	3 2	0			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:669-689 (explicit ratio/offset)
# Celsius -> Kelvin
converter-014	converter	category=Temperature from=Celsius to=Kelvin	0	273.15			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:669-689 (explicit ratio/offset)
# Fahrenheit -> Celsius
converter-015	converter	category=Temperature from=Fahrenheit to=Celsius	9 8 decimal 6	37			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:669-689 (explicit ratio/offset)
# Food calories -> Kilojoules
converter-016	converter	category=Energy from=Food calories to=Kilojoules	1	4.184			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:537 (ratio = from / to factor, :740-757)
# Kilowatt-hours -> Joules
converter-017	converter	category=Energy from=Kilowatt-hours to=Joules	1	3,600,000			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:537 (ratio = from / to factor, :740-757)
# British thermal units -> Joules
converter-018	converter	category=Energy from=British thermal units to=Joules	2	2,110.112			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:537 (ratio = from / to factor, :740-757)
# Acres -> Square meters
converter-019	converter	category=Area from=Acres to=Square meters	1	4,046.856			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:478 (ratio = from / to factor, :740-757)
# Hectares -> Acres
converter-020	converter	category=Area from=Hectares to=Acres	1	2.471054			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:478 (ratio = from / to factor, :740-757)
# Square miles -> Square kilometers
converter-021	converter	category=Area from=Square miles to=Square kilometers	1	2.589988			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:478 (ratio = from / to factor, :740-757)
# Windows' mph factor is 44.7 cm/s
converter-022	converter	category=Speed from=Kilometers per hour to=Miles per hour	1 0 0	62.14268			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:638 (ratio = from / to factor, :740-757)
# Meters per second -> Kilometers per hour
converter-023	converter	category=Speed from=Meters per second to=Kilometers per hour	1 0	36			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:638 (ratio = from / to factor, :740-757)
# Knots -> Kilometers per hour
converter-024	converter	category=Speed from=Knots to=Kilometers per hour	1	1.85184			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:638 (ratio = from / to factor, :740-757)
# Days -> Hours
converter-025	converter	category=Time from=Days to=Hours	1	24			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:580 (ratio = from / to factor, :740-757)
# Minutes -> Hours
converter-026	converter	category=Time from=Minutes to=Hours	9 0	1.5			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:580 (ratio = from / to factor, :740-757)
# Years -> Days
converter-027	converter	category=Time from=Years to=Days	1	365.25			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:580 (ratio = from / to factor, :740-757)
# Horsepower (US) -> Watts
converter-028	converter	category=Power from=Horsepower (US) to=Watts	1	745.6999			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:569 (ratio = from / to factor, :740-757)
# Kilowatts -> Watts
converter-029	converter	category=Power from=Kilowatts to=Watts	1	1,000			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:569 (ratio = from / to factor, :740-757)
# Watts -> BTUs/minute
converter-030	converter	category=Power from=Watts to=BTUs/minute	1 0 0	5.686902			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:569 (ratio = from / to factor, :740-757)
# Gigabytes -> Megabytes
converter-031	converter	category=Data from=Gigabytes to=Megabytes	1	1,000			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:496 (ratio = from / to factor, :740-757)
# Gibibytes -> Mebibytes
converter-032	converter	category=Data from=Gibibytes to=Mebibytes	1	1,024			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:496 (ratio = from / to factor, :740-757)
# Bytes -> Bits
converter-033	converter	category=Data from=Bytes to=Bits	1	8			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:496 (ratio = from / to factor, :740-757)
# Megabits -> Kilobytes
converter-034	converter	category=Data from=Megabits to=Kilobytes	1	125			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:496 (ratio = from / to factor, :740-757)
# Atmospheres -> Bars
converter-035	converter	category=Pressure from=Atmospheres to=Bars	1	1.01325			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:657 (ratio = from / to factor, :740-757)
# Atmospheres -> Pounds per square inch
converter-036	converter	category=Pressure from=Atmospheres to=Pounds per square inch	1	14.69595			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:657 (ratio = from / to factor, :740-757)
# Bars -> Kilopascals
converter-037	converter	category=Pressure from=Bars to=Kilopascals	1	100			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:657 (ratio = from / to factor, :740-757)
# Degrees -> Radians
converter-038	converter	category=Angle from=Degrees to=Radians	1 8 0	3.141593			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:651 (ratio = from / to factor, :740-757)
# Gradians -> Degrees
converter-039	converter	category=Angle from=Gradians to=Degrees	1 0 0	90			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:651 (ratio = from / to factor, :740-757)
# Radians -> Degrees
converter-040	converter	category=Angle from=Radians to=Degrees	1	57.29578			src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330; src/Calculator.ViewModels/DataLoaders/UnitConverterDataLoader.cs:651 (ratio = from / to factor, :740-757)
# ---- date ----
# across the leap day 2024-02-29
date-001	date	op=difference	from=2024-02-28 to=2024-03-01	2 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# the same span in a common year
date-002	date	op=difference	from=2023-02-28 to=2023-03-01	1 day			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# two months across a leap February
date-003	date	op=difference	from=2024-01-15 to=2024-03-15	2 months | 60 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# month end: Jan 31 + 1 month clamps to Feb 29
date-004	date	op=difference	from=2024-01-31 to=2024-02-29	1 month | 29 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# repo test: 1 month, 2 days (src/Calculator.Tests/DateCalculatorTests.cs:381-397)
date-005	date	op=difference	from=2008-02-29 to=2008-03-31	1 month, 2 days | 31 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# across the year end: weeks
date-006	date	op=difference	from=2023-12-25 to=2024-01-08	2 weeks | 14 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# one day across the year end
date-007	date	op=difference	from=2023-12-31 to=2024-01-01	1 day			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# one year containing a leap day
date-008	date	op=difference	from=2023-06-15 to=2024-06-15	1 year | 366 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# Feb 29 + 1 year clamps to Feb 28
date-009	date	op=difference	from=2020-02-29 to=2021-02-28	1 year | 365 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# same dates
date-010	date	op=difference	from=2024-05-05 to=2024-05-05	Same dates			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# order does not matter (src/Calculator.Tests/DateCalculatorTests.cs:514-534)
date-011	date	op=difference	from=2008-03-10 to=2007-05-10	10 months | 305 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# years, months, weeks and days
date-012	date	op=difference	from=2019-01-01 to=2024-09-23	5 years, 8 months, 3 weeks, 1 day | 2092 days			src/Calculator.ViewModels/Common/DateCalculator.cs:133-233 + src/Calculator.ViewModels/DateCalculatorViewModel.cs:229-332 + src/Calculator/Resources/en-US/Resources.resw:2963-2987
# month-end clamp into a leap February
date-013	date	op=add	from=2024-01-31 years=0 months=1 days=0	Thursday, February 29, 2024			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# month-end clamp into a common February
date-014	date	op=add	from=2023-01-31 years=0 months=1 days=0	Tuesday, February 28, 2023			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# leap day + 1 year
date-015	date	op=add	from=2024-02-29 years=1 months=0 days=0	Friday, February 28, 2025			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# 2 weeks, entered as 14 days (the UI has no weeks input)
date-016	date	op=add	from=2024-12-25 years=0 months=0 days=14	Wednesday, January 8, 2025			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# years, then months, then days
date-017	date	op=add	from=2024-01-31 years=1 months=1 days=1	Saturday, March 1, 2025			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# across the year end
date-018	date	op=add	from=2023-12-31 years=0 months=0 days=1	Monday, January 1, 2024			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# month-end clamp back into February
date-019	date	op=subtract	from=2024-03-31 years=0 months=1 days=0	Thursday, February 29, 2024			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# days first, then months (repo test pattern)
date-020	date	op=subtract	from=2024-03-10 years=0 months=1 days=10	Monday, January 29, 2024			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# days, then months, then years
date-021	date	op=subtract	from=2025-03-01 years=1 months=1 days=1	Sunday, January 28, 2024			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# 2 weeks back across the year end
date-022	date	op=subtract	from=2024-01-01 years=0 months=0 days=14	Monday, December 18, 2023			src/Calculator.ViewModels/Common/DateCalculator.cs:73-131 + src/Calculator.Tests/DateCalculatorTests.cs:44-104 (month-end clamp) + src/Calculator.ViewModels/DateCalculatorViewModel.cs:292-297 (longdate)
# ---- tess ----
# what is fifteen percent of eighty
tess-001	tess			12	what is fifteen percent of eighty	15 % of 80 is 12.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is one divided by zero
tess-002	tess			Cannot divide by zero	what is one divided by zero	Cannot divide by zero.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is five miles in kilometers
tess-003	tess			8.04672	what is five miles in kilometers	5 miles is 8.04672 kilometers.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32); src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330
# what is five miles in kilometres
tess-004	tess			8.04672	what is five miles in kilometres	5 miles is 8.04672 kilometers.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32); src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330
# what is the square root of eighty one
tess-005	tess			9	what is the square root of eighty one	√81 is 9.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 2 plus 2
tess-006	tess			4	what is 2 plus 2	2 plus 2 is 4.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 2 plus 3 times 4
tess-007	tess			14	what is 2 plus 3 times 4	2 plus 3 times 4 is 14.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is point five times four
tess-008	tess			2	what is point five times four	0.5 times 4 is 2.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is negative three times four
tess-009	tess			-12	what is negative three times four	-3 times 4 is -12.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 10 to the power of 10000
tess-010	tess			Overflow	what is 10 to the power of 10000	Overflow.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 2 to the power of 200
tess-011	tess			1.6069380442589902755419620923412e+60	what is 2 to the power of 200	2 to the power of 200 is 1.6069380442589902755419620923412e+60.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 10 minus 25
tess-012	tess			-15	what is 10 minus 25	10 minus 25 is -15.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 1 divided by 3
tess-013	tess			0.33333333333333333333333333333333	what is 1 divided by 3	1 divided by 3 is 0.33333333333333333333333333333333.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# calculate 7 times 6
tess-014	tess			42	calculate 7 times 6	7 times 6 is 42.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# how much is 100 divided by 8
tess-015	tess			12.5	how much is 100 divided by 8	100 divided by 8 is 12.5.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 25 times 40
tess-016	tess			1,000	what is 25 times 40	25 times 40 is 1,000.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is the square root of two
tess-017	tess			1.4142135623730950488016887242097	what is the square root of two	√2 is 1.4142135623730950488016887242097.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is zero divided by zero
tess-018	tess			Result is undefined	what is zero divided by zero	Result is undefined.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32)
# what is 3 feet in meters
tess-019	tess			0.9144	what is 3 feet in meters	3 feet is 0.9144 meters.	docs/plan/phase-15-inbox-clock-calculator-recorder.md:436-452 (T15-2) + docs/plan/review/2026-09-23-phase15-r3-triage.md:62 (T15-52); engine: src/CalcManager/CalculatorManager.cpp:183 (Scientific precedence, precision 32); src/CalcManager/UnitConverter.cpp:593-603,865-925 + src/CalcManager/NumberFormattingUtils.cpp:12-68 + src/Calculator.ViewModels/UnitConverterViewModel.cs:1202-1330
